id,version,description,title,timezone,steps,details,duration,updated_at,points,created_at,calories,distance_miles,duration_millis,occurred_at,activity_type,apple_workout_uuid,apple_device_name,apple_source_name,account_id,workout_entry_id,google_place_id,photo_url,activity_count,activity_metric_amount,activity_type_id
623908090,v2,,✅,America/Sao_Paulo,,"{""id"":114701009,""updated_at"":""2026-05-08T21:42:25"",""created_at"":""2026-05-08T21:30:50"",""workout_id"":623908090,""location_latitude"":null,""location_longitude"":null}",,2026-05-08T21:30:50.915809Z,,2026-05-08T21:30:50.915809Z,,,,2026-05-08T21:30:34.000000Z,,,,,2241048,278189391,,https://cdn.gymrats.app/fb7c80d7-4f32-44c4-84e7-b03bf9f35be3.jpg,0,,
623955814,v2,Recuperando o cardio,Bike,-04:00,,"{""id"":114748733,""updated_at"":""2026-05-08T22:32:01"",""created_at"":""2026-05-08T21:59:27"",""workout_id"":623955814,""location_latitude"":null,""location_longitude"":null}",34,2026-05-08T21:59:27.595217Z,,2026-05-08T21:59:27.595217Z,300,11,2047000,2026-05-08T21:22:58.000000Z,,,,,1798391,278210625,,https://cdn.gymrats.app/72924cfa-0980-4d91-bee9-b33b4604948d.jpg,1,,
624090725,v2,,Musculação Tradicional,America/Sao_Paulo,,"{""id"":114883642,""updated_at"":""2026-05-08T23:11:24"",""created_at"":""2026-05-08T23:11:24"",""workout_id"":624090725,""location_latitude"":null,""location_longitude"":null}",71,2026-05-08T23:14:10.338913Z,,2026-05-08T23:11:24.181789Z,513,,4277637,2026-05-08T21:38:35.000000Z,,,,,7541260,278270358,,https://cdn.gymrats.app/f550ae24-4a92-4a04-834b-e0cbc1e9475b.jpg,1,,
624406545,v2,,Fortaleza - 09/05 Sab - CORRIDA RODAGEM 12 K,-03:00,11404,"{""id"":115199462,""updated_at"":""2026-05-09T19:33:58"",""created_at"":""2026-05-09T09:49:22"",""workout_id"":624406545,""location_latitude"":null,""location_longitude"":null}",66,2026-05-09T10:08:57.981474Z,,2026-05-09T09:49:22.081542Z,897,12,3992000,2026-05-09T08:37:05.000000Z,,,,,255289,278411210,,https://cdn.gymrats.app/41793cc9-5fba-42a0-90c8-479369fccfd8.jpg,1,,
624424509,v2,Chamando na bota! ,5 dias fora!,Africa/Cairo,,"{""id"":115217426,""updated_at"":""2026-05-09T10:48:16"",""created_at"":""2026-05-09T10:35:43"",""workout_id"":624424509,""location_latitude"":""31.47384955434515"",""location_longitude"":""31.751646839449528""}",78,2026-05-09T10:35:43.519530Z,,2026-05-09T10:35:43.519530Z,419,,4684930,2026-05-09T09:15:28.000000Z,,,,,5912814,278419336,,https://cdn.gymrats.app/9f0d64b8-2c52-48c8-af0f-567466a751fd.jpg,1,,
624767366,v2,,Musculação de sabaduuuu ,America/Indiana/Indianapolis,,"{""id"":115560282,""updated_at"":""2026-05-09T15:12:06"",""created_at"":""2026-05-09T15:12:06"",""workout_id"":624767366,""location_latitude"":""39.162976281062036"",""location_longitude"":""-86.49813036116281""}",51,2026-05-09T15:32:36.506769Z,,2026-05-09T15:12:06.227722Z,165,,3069064,2026-05-09T14:00:45.000000Z,,,,,1798219,278570591,,https://cdn.gymrats.app/ff0b7adb-12c8-4b17-b1a2-62337e6f5dcf.jpg,1,,
624893987,v2,🔥🔥🔥,O Agassi da Areia,America/Fortaleza,,"{""id"":115686903,""updated_at"":""2026-05-09T16:51:29"",""created_at"":""2026-05-09T16:51:29"",""workout_id"":624893987,""location_latitude"":""-3.746504641091973"",""location_longitude"":""-38.466687500794244""}",45,2026-05-09T16:51:29.136403Z,,2026-05-09T16:51:29.136403Z,438,,2700000,2026-05-09T16:48:47.000000Z,,,,,7644605,278625896,,https://cdn.gymrats.app/f7a2ee62-72af-46b9-8af0-ac0d0cdccf98.jpg,1,,
624943319,v2,"N aguento mais, quero voltar pra academia",Bike,-04:00,,"{""id"":115736234,""updated_at"":""2026-05-09T17:47:37"",""created_at"":""2026-05-09T17:47:37"",""workout_id"":624943319,""location_latitude"":""39.15472091779844"",""location_longitude"":""-86.49301230246729""}",32,2026-05-09T17:47:56.956655Z,,2026-05-09T17:47:37.369350Z,229,9,1947000,2026-05-09T17:12:32.000000Z,,,,,1798391,278647539,,https://cdn.gymrats.app/91fe6620-f122-4c00-83f7-cdf444ad5afd.jpg,1,,
624946356,v2,,Entreguei o mínimo 🫩,America/Sao_Paulo,,"{""id"":115739271,""updated_at"":""2026-05-09T17:51:46"",""created_at"":""2026-05-09T17:51:46"",""workout_id"":624946356,""location_latitude"":null,""location_longitude"":null}",,2026-05-09T17:51:46.252599Z,,2026-05-09T17:51:46.252599Z,,,,2026-05-09T17:50:29.000000Z,,,,,51123,278648894,,https://cdn.gymrats.app/de32ca42-a7c3-4a3e-a770-b7f7c7f61f9f.jpg,0,,
624976721,v2,,Com o tênis do meu pai ✌️,America/Fortaleza,,"{""id"":115769636,""updated_at"":""2026-05-09T19:24:54"",""created_at"":""2026-05-09T18:31:04"",""workout_id"":624976721,""location_latitude"":""-3.749731539514504"",""location_longitude"":""-38.49096478603787""}",31,2026-05-09T18:31:04.232131Z,,2026-05-09T18:31:04.232131Z,,,1860000,2026-05-09T18:28:21.000000Z,,,,,401109,278662217,,https://cdn.gymrats.app/a1ca7f55-0e6d-4fd8-a45f-8bdd1c44fdf6.jpg,1,,
625015438,v2,,Pense na vontade 🥴,America/Fortaleza,,"{""id"":115808351,""updated_at"":""2026-05-09T19:19:49"",""created_at"":""2026-05-09T19:19:49"",""workout_id"":625015438,""location_latitude"":null,""location_longitude"":null}",,2026-05-09T19:19:49.774763Z,,2026-05-09T19:19:49.774763Z,,,,2026-05-09T19:19:37.000000Z,,,,,3875036,278679329,,https://cdn.gymrats.app/c8bf1027-0d81-41b2-9c51-b9bbb8cc73a3.jpg,0,,
625091410,v2,,Exercise bike,-03:00,,"{""id"":115884320,""updated_at"":""2026-05-09T20:53:46"",""created_at"":""2026-05-09T20:53:46"",""workout_id"":625091410,""location_latitude"":null,""location_longitude"":null}",41,2026-05-09T20:55:14.347453Z,,2026-05-09T20:53:46.550791Z,280,,2466000,2026-05-09T20:12:07.249000Z,,,,,1987925,278713009,,https://cdn.gymrats.app/a6abd75a-0887-46f5-af3c-53bcd7bdea0c.jpg,1,,
625092073,v2,,"Esse não vai contar não, bobão",-03:00,,"{""id"":115884983,""updated_at"":""2026-05-11T00:57:33"",""created_at"":""2026-05-09T20:54:30"",""workout_id"":625092073,""location_latitude"":null,""location_longitude"":null}",42,2026-05-09T21:00:05.430404Z,,2026-05-09T20:54:30.265986Z,295,,2571000,2026-05-09T20:11:12.000000Z,,,,,255289,278713295,,https://cdn.gymrats.app/0e500320-8800-4430-9570-50346b5157da.jpg,1,,
625222980,v2,,dia oficial da bike,America/Sao_Paulo,,"{""id"":116015891,""updated_at"":""2026-05-10T00:01:34"",""created_at"":""2026-05-10T00:01:34"",""workout_id"":625222980,""location_latitude"":null,""location_longitude"":null}",44,2026-05-10T00:03:36.953654Z,,2026-05-10T00:01:34.416203Z,303,,2673072,2026-05-09T22:07:30.000000Z,,,,,7541260,278771597,,https://cdn.gymrats.app/55508d50-46b9-4af6-9b6e-e0698629bf46.jpg,1,,
625430007,v2,,Futurevaldo,America/Sao_Paulo,,"{""id"":116222917,""updated_at"":""2026-05-10T13:12:10"",""created_at"":""2026-05-10T13:12:10"",""workout_id"":625430007,""location_latitude"":null,""location_longitude"":null}",,2026-05-10T13:12:10.240484Z,,2026-05-10T13:12:10.240484Z,,,,2026-05-10T13:12:00.770660Z,,,,,535190,278864063,,https://cdn.gymrats.app/df97ebc8-e8dc-4778-9696-820a0ba7eca5.jpg,0,,
625614810,v2,Só isso que tenho a dizer ,Não é fácil treinar inferiores com pé quebrado ,America/Indiana/Indianapolis,,"{""id"":116407718,""updated_at"":""2026-05-10T17:00:20"",""created_at"":""2026-05-10T17:00:20"",""workout_id"":625614810,""location_latitude"":null,""location_longitude"":null}",42,2026-05-10T17:00:37.738988Z,,2026-05-10T17:00:20.278690Z,130,,2565387,2026-05-10T16:07:31.000000Z,,,,,1798219,278944933,,https://cdn.gymrats.app/34e34fad-e8bc-4b1e-b4cb-16be5b966007.jpg,1,,
625627227,v2,De ressaca,Costas + biceps ,-04:00,306,"{""id"":116420135,""updated_at"":""2026-05-10T17:39:47"",""created_at"":""2026-05-10T17:32:30"",""workout_id"":625627227,""location_latitude"":null,""location_longitude"":null}",38,2026-05-10T17:42:00.748155Z,,2026-05-10T17:32:30.534811Z,226,,2336000,2026-05-10T16:11:20.000000Z,,,,,1798391,278950415,,https://cdn.gymrats.app/ce05ad47-7878-4def-9c19-e689b2867ade.jpg,1,,
625629296,v2,,Cardio + 💪🏽,America/Sao_Paulo,,"{""id"":116422204,""updated_at"":""2026-05-10T17:39:01"",""created_at"":""2026-05-10T17:39:01"",""workout_id"":625629296,""location_latitude"":null,""location_longitude"":null}",40,2026-05-10T17:39:01.384162Z,,2026-05-10T17:39:01.384162Z,241,2,2400000,2026-05-10T17:38:10.000000Z,,,,,2241048,278951335,,https://cdn.gymrats.app/fc9c8038-421c-44ac-833c-55c14a3a881f.jpg,1,,
625630882,v2,,Fiz o minimo,America/Sao_Paulo,,"{""id"":116423789,""updated_at"":""2026-05-11T00:56:18"",""created_at"":""2026-05-10T17:43:59"",""workout_id"":625630882,""location_latitude"":null,""location_longitude"":null}",45,2026-05-10T17:43:59.501031Z,,2026-05-10T17:43:59.501031Z,525,,2700000,2026-05-10T17:43:09.000000Z,,,,,7538297,278952044,,https://cdn.gymrats.app/4fc59afe-2d80-4b89-9bf1-d6a41054749d.jpg,1,,
625713814,v2,,HIIT,-03:00,,"{""id"":116506722,""updated_at"":""2026-05-10T21:13:49"",""created_at"":""2026-05-10T21:13:49"",""workout_id"":625713814,""location_latitude"":null,""location_longitude"":null}",51,2026-05-11T01:19:54.680570Z,,2026-05-10T21:13:49.336372Z,332,,3062000,2026-05-10T20:22:08.000000Z,,,,,255289,278988909,,https://cdn.gymrats.app/8a1578e1-be28-4bcc-8dc2-31a410cb4bea.jpg,1,,
625717002,v2,,Weight machine,-03:00,,"{""id"":116509910,""updated_at"":""2026-05-10T21:19:08"",""created_at"":""2026-05-10T21:19:08"",""workout_id"":625717002,""location_latitude"":null,""location_longitude"":null}",57,2026-05-10T21:19:39.338785Z,,2026-05-10T21:19:08.720310Z,321,,3460000,2026-05-10T20:20:21.802000Z,,,,,1987925,278990313,,https://cdn.gymrats.app/0213544b-59ab-4bde-b766-12ee50b211aa.jpg,1,,
625861104,v2,,Musculação Tradicional,America/Sao_Paulo,,"{""id"":116654011,""updated_at"":""2026-05-11T01:54:24"",""created_at"":""2026-05-11T01:54:24"",""workout_id"":625861104,""location_latitude"":null,""location_longitude"":null}",83,2026-05-11T01:54:48.684280Z,,2026-05-11T01:54:24.586649Z,452,,5034134,2026-05-10T21:31:54.000000Z,,,,,7541260,279054840,,https://cdn.gymrats.app/adaae6bb-ae49-4180-bd64-fd609d57903d.jpg,1,,
625999517,v2,,Pós treino no Ministério da Magia,America/Sao_Paulo,,"{""id"":116792423,""updated_at"":""2026-05-11T17:02:11"",""created_at"":""2026-05-11T10:25:11"",""workout_id"":625999517,""location_latitude"":null,""location_longitude"":null}",,2026-05-11T10:25:11.268089Z,,2026-05-11T10:25:11.268089Z,,,,2026-05-11T10:24:59.050188Z,,,,,535190,279116851,,https://cdn.gymrats.app/ec2a4106-6a43-4563-b539-6c54d523767b.jpg,0,,
626142649,v2,Qualquer gota de paciencia ja foi devidamente eliminada,Segunda de Legday,-04:00,286,"{""id"":116935554,""updated_at"":""2026-05-11T12:31:46"",""created_at"":""2026-05-11T12:31:46"",""workout_id"":626142649,""location_latitude"":""39.154707405388116"",""location_longitude"":""-86.493082656354""}",36,2026-05-11T12:31:46.242174Z,,2026-05-11T12:31:46.242174Z,128,,2208000,2026-05-11T11:34:29.000000Z,,,,,1798391,279180468,,https://cdn.gymrats.app/a360c0cd-928b-4ea8-b31e-4d70a6a91a4f.jpg,1,,
626173212,v2,,Musculação 45’ + Bike 15’,America/Indiana/Indianapolis,,"{""id"":116966117,""updated_at"":""2026-05-11T13:05:58"",""created_at"":""2026-05-11T13:05:58"",""workout_id"":626173212,""location_latitude"":""39.15473270424864"",""location_longitude"":""-86.49305645737796""}",60,2026-05-11T13:07:06.734942Z,,2026-05-11T13:05:58.434227Z,308,"6,13",3627000,2026-05-11T11:31:00.000000Z,,,,,1798219,279194224,,https://cdn.gymrats.app/4825c9e7-689a-4e2c-831e-1909c7154657.jpg,1,,
626361612,v2,Foi o que deu hj,4 dias fora!,Africa/Cairo,,"{""id"":117154514,""updated_at"":""2026-05-11T16:33:04"",""created_at"":""2026-05-11T16:33:04"",""workout_id"":626361612,""location_latitude"":null,""location_longitude"":null}",55,2026-05-11T16:33:04.110870Z,,2026-05-11T16:33:04.110870Z,257,,3321348,2026-05-11T15:35:26.000000Z,,,,,5912814,279278740,,https://cdn.gymrats.app/8574ac94-cc8f-4c6c-a619-27d6ebf9c37f.jpg,1,,
626692978,v2,,CrossFitinhuuuu,America/Sao_Paulo,,"{""id"":117485877,""updated_at"":""2026-05-11T21:31:48"",""created_at"":""2026-05-11T21:31:48"",""workout_id"":626692978,""location_latitude"":null,""location_longitude"":null}",60,2026-05-11T21:31:48.826764Z,,2026-05-11T21:31:48.826764Z,,,3600000,2026-05-11T21:29:59.000000Z,,,,,7538297,279427697,,https://cdn.gymrats.app/93d52088-334d-4dba-80ab-b534e90213bc.jpg,1,,
626775603,v2,,Feito é melhor que perfeito. ,America/Fortaleza,,"{""id"":117568501,""updated_at"":""2026-05-13T22:31:05"",""created_at"":""2026-05-11T22:06:58"",""workout_id"":626775603,""location_latitude"":null,""location_longitude"":null}",35,2026-05-11T22:06:58.914209Z,,2026-05-11T22:06:58.914209Z,,,2100000,2026-05-11T22:05:54.000000Z,,,,,401109,279464486,,https://cdn.gymrats.app/9193ac27-aab3-4e27-bf01-869227c220d8.jpg,1,,
626778567,v2,🔥🥾,Nós 3 ,America/Fortaleza,,"{""id"":117571465,""updated_at"":""2026-05-11T22:08:04"",""created_at"":""2026-05-11T22:08:04"",""workout_id"":626778567,""location_latitude"":""-3.742069812904117"",""location_longitude"":""-38.487188468519356""}",69,2026-05-11T22:08:04.366739Z,,2026-05-11T22:08:04.366739Z,588,,4158000,2026-05-11T22:06:47.000000Z,,,,,7644605,279465809,,https://cdn.gymrats.app/512280e1-c90a-4046-8b3e-82a6204dc1a9.jpg,1,,
626935850,v2,,Cardio ,America/Sao_Paulo,,"{""id"":117728746,""updated_at"":""2026-05-11T23:05:24"",""created_at"":""2026-05-11T23:05:24"",""workout_id"":626935850,""location_latitude"":null,""location_longitude"":null}",,2026-05-11T23:05:24.793695Z,,2026-05-11T23:05:24.793695Z,,,,2026-05-11T23:05:15.000000Z,,,,,2241048,279535617,,https://cdn.gymrats.app/9b03534e-e1ed-46f9-b270-4db2ba1fba74.jpg,0,,
626945603,v2,"Costas + Triceps + Pernas em 30min, dai tu tira",Hoje foi com ela: a regra debaixo do braço,-03:00,,"{""id"":117738500,""updated_at"":""2026-05-12T17:31:58"",""created_at"":""2026-05-11T23:08:31"",""workout_id"":626945603,""location_latitude"":null,""location_longitude"":null}",30,2026-05-11T23:10:37.742051Z,,2026-05-11T23:08:31.228409Z,195,,1811000,2026-05-11T22:37:56.000000Z,,,,,255289,279539942,,https://cdn.gymrats.app/32ab57ac-5d60-454d-ad6d-ae214a6875af.jpg,1,,
626978353,v2,,💪🏼💪🏼,America/Fortaleza,,"{""id"":117771249,""updated_at"":""2026-05-11T23:19:39"",""created_at"":""2026-05-11T23:19:39"",""workout_id"":626978353,""location_latitude"":null,""location_longitude"":null}",,2026-05-11T23:19:39.432750Z,,2026-05-11T23:19:39.432750Z,,,,2026-05-11T23:19:28.000000Z,,,,,3875036,279554451,,https://cdn.gymrats.app/e6d5462f-f599-4731-a7d1-7cdb989ee8a3.jpg,0,,
626996108,v2,,Treinando sério enquanto ele enrola,-03:00,,"{""id"":117789004,""updated_at"":""2026-05-11T23:25:46"",""created_at"":""2026-05-11T23:25:46"",""workout_id"":626996108,""location_latitude"":null,""location_longitude"":null}",46,2026-05-11T23:26:27.399179Z,,2026-05-11T23:25:46.461582Z,266,,2785000,2026-05-11T22:39:04.428000Z,,,,,1987925,279562340,,https://cdn.gymrats.app/30ca8e9f-789f-42e3-b998-46e324de1abe.jpg,1,,
627166150,v2,,treininho _with a view_,America/Sao_Paulo,,"{""id"":117959044,""updated_at"":""2026-05-12T17:31:36"",""created_at"":""2026-05-12T00:28:06"",""workout_id"":627166150,""location_latitude"":null,""location_longitude"":null}",75,2026-05-12T00:30:26.343986Z,,2026-05-12T00:28:06.140400Z,599,,4503406,2026-05-11T20:12:42.000000Z,,,,,7541260,279637568,,https://cdn.gymrats.app/ea24ff92-fd05-4b69-928c-dd47e1505fdb.jpg,1,,
627282406,v2,,No limite do bom senso,America/Sao_Paulo,,"{""id"":118075296,""updated_at"":""2026-05-12T17:32:20"",""created_at"":""2026-05-12T01:23:09"",""workout_id"":627282406,""location_latitude"":null,""location_longitude"":null}",,2026-05-12T01:23:09.098958Z,,2026-05-12T01:23:09.098958Z,,,,2026-05-12T01:22:55.000000Z,,,,,3941595,279689193,,https://cdn.gymrats.app/dd37d263-26ee-44d9-afd2-c4769e1c8fec.jpg,0,,
627284434,v2,,Walking,America/Sao_Paulo,,"{""id"":118077324,""updated_at"":""2026-05-12T01:24:28"",""created_at"":""2026-05-12T01:24:28"",""workout_id"":627284434,""location_latitude"":null,""location_longitude"":null}",30,2026-05-12T01:24:28.758292Z,,2026-05-12T01:24:28.758292Z,66,,1823295,2026-05-11T23:05:21.000000Z,,,,,3941595,279690100,,https://firebasestorage.googleapis.com/v0/b/gymrats-1549569453212.appspot.com/o/walking.png?alt=media&token=50349de6-a530-4221-a517-f82df5da424a,1,,
627445556,v2,,Brasólia,America/Sao_Paulo,,"{""id"":118238445,""updated_at"":""2026-05-12T09:19:26"",""created_at"":""2026-05-12T09:19:26"",""workout_id"":627445556,""location_latitude"":null,""location_longitude"":null}",,2026-05-12T09:19:26.413077Z,,2026-05-12T09:19:26.413077Z,,,,2026-05-12T09:19:08.389652Z,,,,,535190,279762205,,https://cdn.gymrats.app/cce2c12d-8b6c-4b5b-ae2b-8b7435f81a97.jpg,0,,
627458662,v2,,🤩,America/Sao_Paulo,,"{""id"":118251551,""updated_at"":""2026-05-12T09:32:57"",""created_at"":""2026-05-12T09:32:57"",""workout_id"":627458662,""location_latitude"":null,""location_longitude"":null}",,2026-05-12T09:32:57.582608Z,,2026-05-12T09:32:57.582608Z,,,,2026-05-12T09:32:51.000000Z,,,,,1586631,279768055,,https://cdn.gymrats.app/2a8d9f57-e55f-4ae3-9e9f-7bf9cd4ddeeb.jpg,0,,
627499663,v2,Eu não tenho dúvidas que o inferno é composto de HIIT todos os dias antes das 6 da manhã ,HIIT Bike ,Etc/GMT+4,,"{""id"":118292552,""updated_at"":""2026-05-12T10:04:40"",""created_at"":""2026-05-12T10:04:40"",""workout_id"":627499663,""location_latitude"":null,""location_longitude"":null}",30,2026-05-12T10:04:40.266968Z,,2026-05-12T10:04:40.266968Z,318,"12,32",1851000,2026-05-12T09:30:40.000000Z,,,,,1798219,279786350,,https://cdn.gymrats.app/17e79537-c8a6-42b8-80a2-2d383f814261.jpg,1,,
627611618,v2,,Boxing,-03:00,,"{""id"":118404506,""updated_at"":""2026-05-12T11:19:58"",""created_at"":""2026-05-12T11:19:58"",""workout_id"":627611618,""location_latitude"":null,""location_longitude"":null}",53,2026-05-12T11:20:37.966529Z,,2026-05-12T11:19:58.897343Z,428,,3208000,2026-05-12T10:20:44.132000Z,,,,,1987925,279835931,,https://cdn.gymrats.app/35346780-9a5a-4eb3-9cac-3f906979da08.jpg,1,,
627639080,v2,,Força ,-03:00,20,"{""id"":118431968,""updated_at"":""2026-05-12T11:40:44"",""created_at"":""2026-05-12T11:40:44"",""workout_id"":627639080,""location_latitude"":null,""location_longitude"":null}",60,2026-05-12T11:40:44.577772Z,,2026-05-12T11:40:44.577772Z,237,,3638000,2026-05-12T10:33:04.000000Z,,,,,2241048,279848187,,https://firebasestorage.googleapis.com/v0/b/gymrats-1549569453212.appspot.com/o/fst.png?alt=media&token=55dd8146-cb7e-4729-a577-e4b8a315c91d,1,,
627852922,v2,,#nois,Africa/Cairo,,"{""id"":118645810,""updated_at"":""2026-05-12T22:31:01"",""created_at"":""2026-05-12T15:11:19"",""workout_id"":627852922,""location_latitude"":null,""location_longitude"":null}",54,2026-05-12T15:11:19.428748Z,,2026-05-12T15:11:19.428748Z,255,,3293944,2026-05-12T14:15:16.000000Z,,,,,5912814,279943949,,https://cdn.gymrats.app/7771cca2-ea05-425e-bef0-cdc4e1af8dfa.jpg,1,,
627873213,v2,,Done ❤️,America/Fortaleza,,"{""id"":118666101,""updated_at"":""2026-05-12T15:30:32"",""created_at"":""2026-05-12T15:30:32"",""workout_id"":627873213,""location_latitude"":null,""location_longitude"":null}",74,2026-05-12T15:30:32.680387Z,,2026-05-12T15:30:32.680387Z,460,,4440000,2026-05-12T15:30:05.000000Z,,,,,7644605,279953079,,https://cdn.gymrats.app/a0a74ad8-2fb2-4906-b631-bd666449984a.jpg,1,,
628156467,v2,,Minha testemunha de hoje que esqueci o relógio! ,America/Fortaleza,,"{""id"":118949353,""updated_at"":""2026-05-13T11:57:56"",""created_at"":""2026-05-12T20:24:26"",""workout_id"":628156467,""location_latitude"":null,""location_longitude"":null}",60,2026-05-12T20:24:26.382549Z,,2026-05-12T20:24:26.382549Z,,,3600000,2026-05-12T20:23:50.000000Z,,,,,401109,280079965,,https://cdn.gymrats.app/1804a586-d954-4080-b57f-9fd38835c4db.jpg,1,,
628260199,v2,Garmin nunca tá contente,Bike,-04:00,,"{""id"":119053084,""updated_at"":""2026-05-12T23:17:52"",""created_at"":""2026-05-12T21:26:20"",""workout_id"":628260199,""location_latitude"":null,""location_longitude"":null}",50,2026-05-12T21:27:54.554400Z,,2026-05-12T21:26:20.659822Z,436,15,3009000,2026-05-12T20:32:45.000000Z,,,,,1798391,280126517,,https://cdn.gymrats.app/284dfeb6-138c-499f-808c-e58aa954165a.jpg,1,,
628408578,v2,,Cross Fiteiro Praia,America/Sao_Paulo,,"{""id"":119201460,""updated_at"":""2026-05-12T22:29:27"",""created_at"":""2026-05-12T22:29:27"",""workout_id"":628408578,""location_latitude"":null,""location_longitude"":null}",60,2026-05-12T22:29:27.950370Z,,2026-05-12T22:29:27.950370Z,,,3600000,2026-05-12T22:28:07.000000Z,,,,,7538297,280192799,,https://cdn.gymrats.app/d5486bc2-c1db-440b-99c9-8f0da1860a70.jpg,1,,
628766361,v2,,Dia do ping,-03:00,4078,"{""id"":119559239,""updated_at"":""2026-05-13T00:44:13"",""created_at"":""2026-05-13T00:44:13"",""workout_id"":628766361,""location_latitude"":null,""location_longitude"":null}",75,2026-05-13T00:44:57.635484Z,,2026-05-13T00:44:13.824841Z,916,,4516000,2026-05-12T23:16:35.000000Z,,,,,255289,280351794,,https://cdn.gymrats.app/8e47c5f1-b7f6-4ab4-8645-fff2ca0115ab.jpg,1,,
628791327,v2,,🤙,America/Sao_Paulo,,"{""id"":119584205,""updated_at"":""2026-05-13T00:55:58"",""created_at"":""2026-05-13T00:55:58"",""workout_id"":628791327,""location_latitude"":null,""location_longitude"":null}",70,2026-05-13T00:57:06.211999Z,,2026-05-13T00:55:58.813833Z,361,,4240737,2026-05-12T21:31:45.000000Z,,,,,7541260,280362819,,https://cdn.gymrats.app/c4c48a49-25c8-4c69-ac14-d6ecd4b5a3af.jpg,1,,
629157976,v2,Remo + superiores + inferiores ,Row Bootcamp ,America/Indiana/Indianapolis,,"{""id"":119950846,""updated_at"":""2026-05-13T11:17:46"",""created_at"":""2026-05-13T11:17:46"",""workout_id"":629157976,""location_latitude"":""39.76550157212547"",""location_longitude"":""-86.15764755318207""}",30,2026-05-13T11:17:46.277677Z,,2026-05-13T11:17:46.277677Z,287,"2,87",1823000,2026-05-13T10:20:36.000000Z,,,,,1798219,280526555,,https://cdn.gymrats.app/e9bfd640-913b-48b5-884b-0993e3dbc9af.jpg,1,,
629162837,v2,,Boxing,-03:00,,"{""id"":119955707,""updated_at"":""2026-05-13T11:21:13"",""created_at"":""2026-05-13T11:21:13"",""workout_id"":629162837,""location_latitude"":null,""location_longitude"":null}",53,2026-05-13T11:21:39.082903Z,,2026-05-13T11:21:13.482255Z,372,,3223000,2026-05-13T10:22:15.826000Z,,,,,1987925,280528704,,https://cdn.gymrats.app/8d4c0b2d-c821-44a6-a815-981ce362cad0.jpg,1,,
629207229,v2,,🔥🥾,America/Fortaleza,,"{""id"":120000099,""updated_at"":""2026-05-15T00:32:53"",""created_at"":""2026-05-13T11:56:38"",""workout_id"":629207229,""location_latitude"":null,""location_longitude"":null}",77,2026-05-13T11:56:38.990242Z,,2026-05-13T11:56:38.990242Z,421,,4620000,2026-05-13T11:56:08.000000Z,,,,,7644605,280548405,,https://cdn.gymrats.app/0585823b-54c6-4593-a9f8-6d6426b6dced.jpg,1,,
629494101,v2,Te fode bocão.,Só por causa dessa merda,Africa/Cairo,,"{""id"":120286970,""updated_at"":""2026-05-13T22:17:18"",""created_at"":""2026-05-13T16:44:30"",""workout_id"":629494101,""location_latitude"":null,""location_longitude"":null}",31,2026-05-13T16:44:30.408211Z,,2026-05-13T16:44:30.408211Z,262,"2,46",1890613,2026-05-13T16:11:48.000000Z,,,,,5912814,280676821,,https://cdn.gymrats.app/e6a80f25-50be-41ac-a875-3d9d0868b6db.jpg,1,,
629565087,v2,,Pilates ,America/Sao_Paulo,,"{""id"":120357955,""updated_at"":""2026-05-13T18:16:28"",""created_at"":""2026-05-13T18:16:28"",""workout_id"":629565087,""location_latitude"":null,""location_longitude"":null}",50,2026-05-13T18:16:28.968449Z,,2026-05-13T18:16:28.968449Z,,,3000000,2026-05-13T15:15:00.000000Z,,,,,51123,280708754,,https://cdn.gymrats.app/f0cb8a50-94a0-419d-bcf9-31e79d7c7cfb.jpg,1,,
629966811,v2,Ainda corri dps mas nem marquei,Peito+tric,-04:00,416,"{""id"":120759670,""updated_at"":""2026-05-15T00:31:53"",""created_at"":""2026-05-13T22:45:20"",""workout_id"":629966811,""location_latitude"":null,""location_longitude"":null}",34,2026-05-13T22:45:20.225515Z,,2026-05-13T22:45:20.225515Z,228,2,2072000,2026-05-13T21:53:28.000000Z,,,,,1798391,280888603,,https://cdn.gymrats.app/c9307a09-9f10-4768-9ce1-ea26164d1d43.jpg,1,,
630057345,v2,,"Ta rojão, mas vamoo!! 🥹",America/Fortaleza,,"{""id"":120850197,""updated_at"":""2026-05-15T00:31:23"",""created_at"":""2026-05-13T23:21:45"",""workout_id"":630057345,""location_latitude"":null,""location_longitude"":null}",,2026-05-13T23:21:45.549734Z,,2026-05-13T23:21:45.549734Z,,,,2026-05-13T23:20:26.000000Z,,,,,3875036,280928808,,https://cdn.gymrats.app/214a599e-4430-43dc-989b-a4d91f003008.jpg,0,,
630081834,v2,,Esteira ,-03:00,3572,"{""id"":120874688,""updated_at"":""2026-05-15T00:31:37"",""created_at"":""2026-05-13T23:31:41"",""workout_id"":630081834,""location_latitude"":null,""location_longitude"":null}",35,2026-05-13T23:31:41.659738Z,,2026-05-13T23:31:41.659738Z,215,"2,7",2145000,2026-05-13T22:25:35.000000Z,,,,,2241048,280939652,,https://firebasestorage.googleapis.com/v0/b/gymrats-1549569453212.appspot.com/o/running.png?alt=media&token=a35a174b-d1ce-45fe-a759-c9c39d910762,1,,
